role_search,title,company,location,area,created,description,category,contract_type,contract_time,salary_min,salary_max,redirect_url,country,region,city,has_sql,has_excel,has_python,has_r_,has_power_bi,has_tableau,has_azure,has_aws,salary_avg,years_exp,has_r_programming
business analyst,Insurance Business Analyst,ECMS,"London, UK","['UK', 'London']",2025-11-16T05:28:15Z,"We are seeking an experienced Insurance Business Analyst with proven expertise in policy administration, system migration, and product structuring. Underwriting experience will also be essential in this role. This role is pivotal in addressing current operational challenges and ensuring seamless delivery across multiple complex projects. Key Responsibilities Analyse and Document System Limitations: Identify constraints within the current policy administration system and assess their impact on o…",IT Jobs,,,64889.34,64889.34,https://www.adzuna.co.uk/jobs/land/ad/5498830843?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=BAB52910449ADE3B6B1872BD9C3FA11A5A41D313,UK,London,London,False,False,False,True,False,False,False,False,64889.34,,False
business analyst,Senior Business Analyst Calypso,NTT Data,"London, UK","['UK', 'London']",2025-10-03T15:43:34Z,"At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees are key factors in our company’s growth, market presence and our ability to help our clients stay a step ahead of the competition. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA and for the people who work here. NTT DATA is currently looking for a Senior Business Analyst Calypso for our…",IT Jobs,,full_time,88592.78,88592.78,https://www.adzuna.co.uk/jobs/land/ad/5429574621?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=CC491B406350394F16752A2ED786FE54646D4414,UK,London,London,False,False,False,True,False,False,False,False,88592.78,,False
business analyst,Technical Business Analyst (Payments),FDM Group,"London, UK","['UK', 'London']",2025-10-16T13:21:45Z,About The Role FDM is a global business and technology consultancy seeking a Technical Business Analyst for Payments to work for our client within the technology sector. This is initially a 6-month contract with the potential to extend and will be a hybrid role based in London. Our client is seeking an experienced Technical Business Analysts to join their rapidly expanding Payments Transformation Team within the UK banking sector. This is an exciting opportunity for professionals with a strong …,IT Jobs,contract,full_time,45420.49,45420.49,https://www.adzuna.co.uk/jobs/land/ad/5450092697?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=41433DD5903AD5570C003DAFE4B2E278EF278349,UK,London,London,False,False,False,True,False,False,False,False,45420.49,,False
business analyst,Senior Business Analyst - Remote,FDM Group,"London, UK","['UK', 'London']",2025-10-17T13:19:19Z,"About The Role FDM is a global business and technology consultancy seeking a Senior Business Analyst to work for our client within the banking sector. This is initially a 12-month contract with the potential to extend and will be a fully remote role with the client based in Dublin. Our client is seeking a Senior Business Analyst who will play a pivotal role in shaping how they work. In this role, you’ll collaborate across the business to define requirements, map processes, and deliver high-qual…",IT Jobs,contract,full_time,56167.38,56167.38,https://www.adzuna.co.uk/jobs/land/ad/5451974628?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=1E9F64F79987B630722D41DFBA8143CB6FEFDC5F,UK,London,London,False,False,False,True,False,False,False,False,56167.38,,False
business analyst,Senior Business Analyst & Developer,REGENT'S UNIVERSITY LONDON,"London, UK","['UK', 'London']",2025-11-19T07:30:57Z,"Salary: £53,445 to £67,190 per annum, dependent on skills and experience (this salary includes a 7.5% Market Force Supplement) Hours: 35 per week Contract type: Permanent Closing date: Midnight, Sunday 30th November Regent's is on a journey to transform its business operations and the underlying processes and systems, rethinking the status quo of how technology can support the efficiency and effectiveness of an organisation. We are seeking Senior Business Analyst and Developers to help support …",IT Jobs,contract,full_time,53445.0,67190.0,https://www.adzuna.co.uk/jobs/land/ad/5502922415?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=90A3FB8AE4D2D298EF987B12BA1594FFB0521BFE,UK,London,London,False,False,False,True,False,False,False,False,60317.5,,False
business analyst,Senior SAP Functional Business Analyst,Johnson Matthey Plc,"Bassingbourn, Royston","['UK', 'Eastern England', 'Hertfordshire', 'Royston', 'Bassingbourn']",2025-11-18T02:12:40Z,"World-changing careers, enabled by Johnson Matthey. With more than 200 years history, join us and help to accelerate the transition to net-zero! As a Senior SAP Functional Business Analyst, you'll contribute to JM's mission as a world leader in sustainable technology, transforming energy and reducing carbon emissions for a cleaner, brighter future. The role: As a Senior SAP Functional Business Analyst, you will help drive our goals by: Acting as a bridge between the data team (e.g., SAP BW, dat…",IT Jobs,,,55217.96,55217.96,https://www.adzuna.co.uk/jobs/land/ad/5501159529?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=CDFAE669CFD31DEEF4792C20CDAA90A2533F0DE1,UK,Eastern England,Bassingbourn,False,False,False,True,False,False,False,False,55217.96,200.0,False
business analyst,Finance Change Business Analyst,Global Corporate Investment Bank,"London, UK","['UK', 'London']",2025-11-14T10:42:56Z,About You ✅ Ideally fully qualified — ACA / ACCA / CIMA (or equivalent)? ✅ 4 - 5 years’ Banking or Financial Services Sector experience working on Finance Change Business Analysis projects (any kind of accounting driven project)? ✅ Technical or analytical skills in data extraction techniques across large datasets? ✅ Familiar with automation tools such as Power BI/Python etc? Finance Change Business Analyst Are you a Finance Change Business Analyst professional looking for a new opportunity? Our…,Accounting & Finance Jobs,permanent,full_time,0.0,115000.0,https://www.adzuna.co.uk/jobs/details/5495476088?utm_medium=api&utm_source=ca4e041d,UK,London,London,False,False,True,True,True,False,False,False,57500.0,5.0,False
business analyst,Guidewire Business Analyst,Queen Square Recruitment,"London, UK","['UK', 'London']",2025-11-12T05:29:16Z,"Lead Business Analysts – Guidewire PolicyCenter & ClaimCenter  Location: Central London - 1-2 days per week onsite  Contract Length: 6 months initially  Start Date: ASAP  Day Rate: TBC - likely £400–£450 per day (Inside IR35) About the Roles Our client, a global consultancy, is seeking two experienced Lead Business Analysts to join a Global Guidewire Practice and lead key functional workstreams across Guidewire PolicyCenter and ClaimCenter implementations for Tier 1 insurers. As part of the Glo…",IT Jobs,contract,,84471.75,84471.75,https://www.adzuna.co.uk/jobs/land/ad/5491509189?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=0F8BA743FD7FC57CF3C6575DD848D6EABA846AA8,UK,London,London,False,False,False,True,False,False,False,False,84471.75,,False
business analyst,Guidewire Business Analyst,Queen Square Recruitment,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-12T12:35:41Z,"Lead Business Analysts – Guidewire PolicyCenter & ClaimCenter  Location: Central London - 1-2 days per week onsite  Contract Length: 6 months initially  Start Date: ASAP  Day Rate: TBC - likely £400–£450 per day (Inside IR35) About the Roles Our client, a global consultancy, is seeking two experienced Lead Business Analysts to join a Global Guidewire Practice and lead key functional workstreams across Guidewire PolicyCenter and ClaimCenter implementations for Tier 1 insurers. As part of the Glo…",IT Jobs,contract,,85304.86,85304.86,https://www.adzuna.co.uk/jobs/land/ad/5492117379?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=4955576883784AC661D0BD127E18FB205B9C8FC3,UK,London,The City,False,False,False,True,False,False,False,False,85304.86,,False
business analyst,ServiceNow Business Analyst,Now Resourcing,UK,['UK'],2025-11-13T07:18:37Z,"ServiceNow Business Analyst Location: UK (Fully Remote) | Contract: 6 Months (Initial) | Outside IR35 We’re seeking a ServiceNow Business Analyst with proven expertise in FSM and Asset Management to support and stabilise an in-flight implementation. This role requires someone confident in assessing current configurations, identifying gaps, and driving improvements to get delivery back on track. Experience Required: 5 years as a Business Analyst, with strong ServiceNow FSM & Asset delivery exper…",IT Jobs,contract,,66842.61,66842.61,https://www.adzuna.co.uk/jobs/land/ad/5493149006?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=C3DE728D622B75B3D945C00FCCA9CC1F4DC0521B,UK,UK,,False,False,False,False,False,False,False,False,66842.61,5.0,False
business analyst,Digital Business Analyst,Sanderson,"Staffordshire, West Midlands","['UK', 'West Midlands', 'Staffordshire']",2025-11-15T21:17:34Z,"Digital Business Analyst – FTC, c£60k, Hybrid, Staffordshire Are you a dynamic and experienced Digital Business Analyst looking for your next challenge? We have an exciting opportunity with one of our leading clients and we want to hear from you! As a Digital Business Analyst you will play a critical part in delivering the digital roadmap through the thorough analysis and understanding of business ambitions. This includes working with the business in defining requirements and helping identify, …",IT Jobs,contract,,55902.16,55902.16,https://www.adzuna.co.uk/jobs/land/ad/5498394852?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=AED30AF786608D9AE701CE59A183EB79EA31B119,UK,West Midlands,Staffordshire,False,False,False,True,False,False,False,False,55902.16,,False
business analyst,DevOps Business Analyst,HOK Consulting - Technical Recruitment Consultancy,"Sheffield, South Yorkshire","['UK', 'Yorkshire And The Humber', 'South Yorkshire', 'Sheffield']",2025-11-15T21:17:24Z,"Job Title: DevOps Business Analyst Duration: long-term contract Location: Hybrid (x2 days to Sheffield) Visa: No Sponsorship available/No PSW Job Description: We’re seeking a DevOps Business Analyst to support multiple DevOps projects involving analysis, planning, app build, testing, migration, and post-live support. Key Skills: Strong experience as a BA in DevOps or software delivery environments . Hands-on with Jira, Confluence, GitHub, Nexus/Sonatype, Jenkins/Ansible, and CI/CD tools . Famil…",IT Jobs,contract,,43204.89,43204.89,https://www.adzuna.co.uk/jobs/land/ad/5498394626?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=4D907A726DF20069C5D335C110D9F9527711F054,UK,Yorkshire And The Humber,Sheffield,False,False,False,True,False,False,False,False,43204.89,,False
business analyst,LNG Business Analyst,RJC Group,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-04T16:00:07Z,"LNG Business Analyst - London - £150,000  Bonus We're looking for an LNG Business Analyst for a global energy trading client of ours. You'll act as the LNG SME tasked with developing the roadmap, configuration and delivery of physical LNG trading for front to back office in Endur. Requirements: Strong Openlink Endur expeirence Understanding of end-to-end LNG trade lifecycle Ideally IMOS experience Location: London office 2/3 days a week Salary up to £160,000  Bonus Sponsorship and relocation su…",IT Jobs,,,48124.91,48124.91,https://www.adzuna.co.uk/jobs/land/ad/5480460102?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=001F1F634DBFB87529EA511C344910123B3D2DE6,UK,London,The City,False,False,False,True,False,False,False,False,48124.91,,False
business analyst,Senior Business Analyst,Randstad Digital,"London, UK","['UK', 'London']",2025-11-13T07:38:30Z,"Senior Business Analyst – Records Management Transformation  Location: London - Remote Hybrid (UK-based)  Contract Type: 3 months contract possible extension  Competitive rate Seeking an experienced Senior Business Analyst for a major Records Management transformation . This role requires strategic thinking, strong analytical, documentation, and stakeholder management skills to deliver significant enterprise data governance change. About the Role Network Drive to SharePoint Migration – Support …",IT Jobs,contract,,58895.19,58895.19,https://www.adzuna.co.uk/jobs/land/ad/5493174904?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=FB83E2AC61EB77060F17425683EADF94CDB28A49,UK,London,London,False,False,False,True,False,False,False,False,58895.19,,False
business analyst,Senior Business Analyst,Randstad Digital,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-13T07:51:33Z,"Senior Business Analyst – Records Management Transformation  Location: London - Remote Hybrid (UK-based)  Contract Type: 3 months contract possible extension  Competitive rate Seeking an experienced Senior Business Analyst for a major Records Management transformation . This role requires strategic thinking, strong analytical, documentation, and stakeholder management skills to deliver significant enterprise data governance change. About the Role Network Drive to SharePoint Migration – Support …",IT Jobs,contract,,59476.11,59476.11,https://www.adzuna.co.uk/jobs/land/ad/5493179670?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=9CE107CBF29D20D9A5BCDC24AF63D4F70BF2D7E1,UK,London,The City,False,False,False,True,False,False,False,False,59476.11,,False
business analyst,Business Analyst (Adtech),Harnham,"London, UK","['UK', 'London']",2025-11-06T06:01:27Z,"Business Analyst: Ad Tech Location: London Hybrid – 3 days in office Salary: £65,000  benefits About the Role An exciting opportunity for a Business Analyst to join a leading digital media and publishing group, working within their commercial technology and advertising division. You’ll collaborate with senior analysts and product teams to deliver solutions across ad platforms, data systems, and video advertising technology. This is a hands-on, technically focused role ideal for someone who enjo…",IT Jobs,,,46189.47,46189.47,https://www.adzuna.co.uk/jobs/land/ad/5483208819?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=BCA738E7B0D8A447C87B415CEF1F6A976DF31D6D,UK,London,London,False,False,False,True,False,False,False,False,46189.47,,False
business analyst,Business Analyst (Adtech),Harnham,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-06T12:43:49Z,"Business Analyst: Ad Tech Location: London Hybrid – 3 days in office Salary: £65,000  benefits About the Role An exciting opportunity for a Business Analyst to join a leading digital media and publishing group, working within their commercial technology and advertising division. You’ll collaborate with senior analysts and product teams to deliver solutions across ad platforms, data systems, and video advertising technology. This is a hands-on, technically focused role ideal for someone who enjo…",IT Jobs,,,46645.06,46645.06,https://www.adzuna.co.uk/jobs/land/ad/5483829847?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=2EF2A34B5723F9603427C1AACE8A3F99D0FA4801,UK,London,The City,False,False,False,True,False,False,False,False,46645.06,,False
business analyst,Senior Business Analyst,Recruit with Purpose,"Worcester, Worcestershire","['UK', 'West Midlands', 'Worcestershire', 'Worcester']",2025-11-16T05:04:15Z,"Drive Technology Change as a Senior Business Analyst! Are you passionate about delivering cutting-edge technology products that transform businesses? This Worcester based Housing Association is on a mission to revolutionise how technology serves its tenants and stakeholders. As a Senior Business Analyst, you’ll play a pivotal role in shaping the roadmap for impactful technology products and systems that are at the heart of their business solutions. In this role, you’ll work within the technolog…",IT Jobs,,,33593.17,33593.17,https://www.adzuna.co.uk/jobs/land/ad/5498807270?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=2596A5F0F7C450B680A59613711D543481A93D59,UK,West Midlands,Worcester,False,False,False,True,False,False,False,False,33593.17,,False
business analyst,Contract Business Analyst,X4 Technology,"Manchester, Greater Manchester","['UK', 'North West England', 'Greater Manchester', 'Manchester']",2025-11-06T06:00:56Z,"Role: Business Analyst Project: Process Modelling Day rate: £400/d (outside IR35) Location: Manchester (hybrid 2 days per week) Contract: 5 months initial X4 Technology are partnered with a high-growth organisation seeking a contract Business Analyst to support their multi-year cloud migration programme . In this role, you’ll be responsible for eliciting, questioning and challenging existing “as-is” processes, modelling them using BPMN 2.0 or similar standards. You’ll conduct data analysis in E…",IT Jobs,contract,,69102.28,69102.28,https://www.adzuna.co.uk/jobs/land/ad/5483208559?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=FA686631ED9253F702C74E742C61D8092EBAFF19,UK,North West England,Manchester,False,False,False,True,False,False,False,False,69102.28,,False
business analyst,Business Analyst - Underwriting,Hunter Bond,"London, UK","['UK', 'London']",2025-11-16T05:17:59Z,"My leading Insurance client are looking for a talented and motivated individual to work on a strategically important underwriting workbench implementation project. You'll lead the definition and documentation of business problems, opportunities, and proposals for change. You'll elicit, prioritise, and manage business requirements with full traceability to business objectives and processes. This is a newly created role in a high performing yet supportive team. A brilliant opportunity! The follow…",Accounting & Finance Jobs,,,52874.94,52874.94,https://www.adzuna.co.uk/jobs/land/ad/5498822030?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=9B54FA25ABE780CE6ACFB1BC4D003A2FC523E43C,UK,London,London,False,False,False,True,False,False,False,False,52874.94,,False
business analyst,Business Analyst - Insurance,Hunter Bond,"London, UK","['UK', 'London']",2025-11-16T05:04:23Z,"My leading Insurance client are looking for a talented and motivated individual to work on a strategically important underwriting workbench implementation project. You'll lead the definition and documentation of business problems, opportunities, and proposals for change. You'll elicit, prioritise, and manage business requirements with full traceability to business objectives and processes. This is a newly created role in a high performing yet supportive team. A brilliant opportunity! The follow…",Accounting & Finance Jobs,,,51980.68,51980.68,https://www.adzuna.co.uk/jobs/land/ad/5498807585?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=BC4C709F44562FFFC2EBDCE281149ED3705281A5,UK,London,London,False,False,False,True,False,False,False,False,51980.68,,False
business analyst,Business Analyst - Underwriting,Hunter Bond,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-16T18:20:47Z,"My leading Insurance client are looking for a talented and motivated individual to work on a strategically important underwriting workbench implementation project. You'll lead the definition and documentation of business problems, opportunities, and proposals for change. You'll elicit, prioritise, and manage business requirements with full traceability to business objectives and processes. This is a newly created role in a high performing yet supportive team. A brilliant opportunity! The follow…",Accounting & Finance Jobs,,,53396.47,53396.47,https://www.adzuna.co.uk/jobs/land/ad/5499511164?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=179F7515AB1A6F78B049476DFCA71DAE160C474A,UK,London,The City,False,False,False,True,False,False,False,False,53396.47,,False
business analyst,Business Analyst - Insurance,Hunter Bond,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-16T18:21:01Z,"My leading Insurance client are looking for a talented and motivated individual to work on a strategically important underwriting workbench implementation project. You'll lead the definition and documentation of business problems, opportunities, and proposals for change. You'll elicit, prioritise, and manage business requirements with full traceability to business objectives and processes. This is a newly created role in a high performing yet supportive team. A brilliant opportunity! The follow…",Accounting & Finance Jobs,,,52493.39,52493.39,https://www.adzuna.co.uk/jobs/land/ad/5499511251?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=BFCEB1AE81A3488C05CF3308685B1ED4F9A92E8A,UK,London,The City,False,False,False,True,False,False,False,False,52493.39,,False
business analyst,Technical Business Analyst,PIXIE,"London, UK","['UK', 'London']",2025-11-05T22:54:44Z,"Job Title: Technical Business Analyst – Energy Trading Location: Hybrid - 3 days in office at the 25 NC office, London Experience: 5 years About the Role: We are seeking a highly skilled Technical Business Analyst with experience in the energy trading domain. The ideal candidate will bridge business requirements and technical solutions, leveraging strong analytical, technical, and communication skills. This role involves working with trading data, SQL, Python, and BI tools to provide insights a…",IT Jobs,,,47926.96,47926.96,https://www.adzuna.co.uk/jobs/land/ad/5482865869?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=EEABEB02655DE94FBB6504684142B64F52F9E6CE,UK,London,London,True,False,True,False,False,False,False,False,47926.96,5.0,False
business analyst,Senior Business Analyst,Pathfinder - IT Recruitment,"Manchester, Greater Manchester","['UK', 'North West England', 'Greater Manchester', 'Manchester']",2025-11-06T05:59:44Z,"Senior Business Analyst required by a global SME in the travel tech space. This is a hands-on role in a lean, fast-paced environment, suited to someone who can translate business needs into practical systems change across finance, supply chain, and operations. You'll be joining a business with genuine appetite for change, where analysis leads directly to action and internal practices are still being shaped. You’ll need: Strong experience as a Senior Business Analyst in an IT environment Comfort…",IT Jobs,,,51969.38,51969.38,https://www.adzuna.co.uk/jobs/land/ad/5483203430?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=D9838541FD952B3A96BB2EC5D891EF77DCF53F2B,UK,North West England,Manchester,False,False,False,True,False,False,False,False,51969.38,,False
business analyst,Business Analyst (FTC),RedRock Resourcing,"Bristol, South West England","['UK', 'South West England', 'Bristol']",2025-11-12T05:28:39Z,"Business Analyst – 12 Month Fixed Term Contract Online Services | Digital Products | Agile Working Hybrid - Bristol 2x a week A leading professional services organisation in central Bristol are looking for a Digital Business Analyst to join them. You will be playing a key role in shaping and improving their digital products and services. You’ll collaborate with product owners, stakeholders, and developers to capture, analyse, and document requirements that enhance user experience and deliver re…",IT Jobs,contract,,42589.86,42589.86,https://www.adzuna.co.uk/jobs/land/ad/5491508863?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=28B6AA4DE8170AEE6253BF009A48F75D462AE895,UK,South West England,Bristol,False,False,False,True,False,False,False,False,42589.86,,False
business analyst,Technical Business Analyst,Aspire Personnel Ltd,UK,['UK'],2025-11-05T22:57:24Z,"Technical Business Analyst – Permanent - £50k pa Poole, Dorset (MUST live within commutable distance, as this role will be primarily onsite, with some capacity to work from home) Our client provides, innovative fully managed solutions within the automotive fleet management sector. We are searching for a Technical Business Analyst specialising in Microsoft Stack/Azure/Linux bridging the gap between business needs and technical solutions. The position requires a unique blend of business acumen an…",IT Jobs,permanent,,51680.64,51680.64,https://www.adzuna.co.uk/jobs/land/ad/5482878990?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=FCE03A5F6374770C18DA8A0574B3DBC94FED21A9,UK,UK,,False,False,False,True,False,False,True,False,51680.64,,False
business analyst,Senior Business Analyst,SportPesa,"Liverpool, Merseyside","['UK', 'North West England', 'Merseyside', 'Liverpool']",2025-11-16T05:28:10Z,"Senior Business Analyst - Job Description We are looking for an exceptionally talented Senior Business Analyst to join us in our mission to responsibly provide trusted technology solutions for developing and growing online sportsbook & casino markets. So, if you love data analysis, sports and games, then this is the ideal place for you! About Us: SportPesa, founded in 2014, is a multi-award-winning technology company and a leading sports betting and digital gaming brand in Africa. We use the po…",IT Jobs,permanent,full_time,41170.01,41170.01,https://www.adzuna.co.uk/jobs/land/ad/5498830723?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=9230D97A5BF17BCCE5304E0E252221E7CA3EB72B,UK,North West England,Liverpool,False,False,False,True,False,False,False,False,41170.01,,False
business analyst,Endur Business Analyst,X4 Technology,"London, UK","['UK', 'London']",2025-11-13T06:35:38Z,"A leading global commodity trading firm renowned for its innovation and scale across the energy markets are offering the opportunity for an Endur Business Analyst to join their teams as they embark on a major Endur implementation supporting their Power and Gas trading desks. The Role You’ll play a pivotal role in the design, configuration, and delivery of the latest Endur platform, working closely with trading, risk, and operations teams. This is a high-profile position within a global programm…",IT Jobs,,,61739.0,61739.0,https://www.adzuna.co.uk/jobs/land/ad/5493138704?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=9323147B49305028811AA79BAA639F4E679E8265,UK,London,London,False,False,False,True,False,False,False,False,61739.0,,False
business analyst,Endur Business Analyst,X4 Technology,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-13T08:03:41Z,"A leading global commodity trading firm renowned for its innovation and scale across the energy markets are offering the opportunity for an Endur Business Analyst to join their teams as they embark on a major Endur implementation supporting their Power and Gas trading desks. The Role You’ll play a pivotal role in the design, configuration, and delivery of the latest Endur platform, working closely with trading, risk, and operations teams. This is a high-profile position within a global programm…",IT Jobs,,,62347.96,62347.96,https://www.adzuna.co.uk/jobs/land/ad/5493188231?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=552B0A6576CD331C4EDD08A86BAEAB7B6512359C,UK,London,The City,False,False,False,True,False,False,False,False,62347.96,,False
business analyst,Technical Business Analyst,Enso Recruitment,"Belfast, Northern Ireland","['UK', 'Northern Ireland', 'Belfast']",2025-11-12T05:28:59Z,"Enso Recruitment is seeking an experienced Technical Business Analyst to join a dynamic team within a leading global financial services organisation. This role offers the opportunity to work on the next generation of strategic back-office applications, ensuring technology solutions deliver maximum value to users. The successful candidate will join an Agile team alongside engineers and project managers, supporting initiatives that optimise the management of brokerage data and pricing calculation…",IT Jobs,,,53228.49,53228.49,https://www.adzuna.co.uk/jobs/land/ad/5491509016?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=C0A79BD5296929F1F755F73CCDA4DFF0EB6AD02A,UK,Northern Ireland,Belfast,False,False,False,True,False,False,False,False,53228.49,,False
business analyst,Lead Business Analyst,Lorien,"Edinburgh, Scotland","['UK', 'Scotland', 'Edinburgh']",2025-11-07T07:29:40Z,"Role Overview: Our LP client are seeking a highly experienced Lead Business Analyst to join our Edinburgh based team for a 6 months initial contract to drive HR transformation initiatives within a dynamic financial services environment. The ideal candidate will have deep expertise in Oracle HCM , a strong understanding of HR processes, and a proven track record of delivering complex transformation programmes. Key Responsibilities: Lead business analysis activities across HR transformation progr…",IT Jobs,contract,,66896.17,66896.17,https://www.adzuna.co.uk/jobs/land/ad/5484903322?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=0810BB7CD085DE5DA77B382AE7F9045C226F616C,UK,Scotland,Edinburgh,False,False,False,True,False,False,False,False,66896.17,,False
business analyst,Finance Business Analyst,Fidarsi,"London, UK","['UK', 'London']",2025-11-16T05:04:25Z,"-Finance Business Analyst -Growing Financial Services Business -Finance Systems Focus -Hybrid -£70,000 - £80,000 Fidarsi are delighted to be partnering with this growing Financial Services business based in the City of London, in helping to find a Finance Business Analyst to assist on a number of Finance Technology based projects. As the business grows they are looking to enhance and upgrade their Finance Systems suite and are looking for someone with a good track record of Finance and Technolo…",Accounting & Finance Jobs,,,53438.09,53438.09,https://www.adzuna.co.uk/jobs/land/ad/5498807704?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=01CA7B1EDAAC84B45B7677EBA7C514F46B8D829F,UK,London,London,False,False,False,True,False,False,False,False,53438.09,,False
business analyst,Finance Business Analyst,Fidarsi,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-16T18:02:45Z,"-Finance Business Analyst -Growing Financial Services Business -Finance Systems Focus -Hybrid -£70,000 - £80,000 Fidarsi are delighted to be partnering with this growing Financial Services business based in the City of London, in helping to find a Finance Business Analyst to assist on a number of Finance Technology based projects. As the business grows they are looking to enhance and upgrade their Finance Systems suite and are looking for someone with a good track record of Finance and Technolo…",Accounting & Finance Jobs,,,53965.23,53965.23,https://www.adzuna.co.uk/jobs/land/ad/5499498819?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=F72CEF05B67887117F536AAD62AFDD811719D529,UK,London,The City,False,False,False,True,False,False,False,False,53965.23,,False
business analyst,Data Business Analyst,Network IT Recruitment Limited,"Birmingham, West Midlands","['UK', 'West Midlands', 'Birmingham']",2025-11-05T22:54:16Z,"Role: Technical Business Analyst (Power BI) Location: Birmingham (Hybrid) Salary: £45,000 - £55,000 Join a data-driven organisation undergoing a major digital transformation. As a Technical Business Analyst , you’ll work at the intersection of business operations and technology—helping to enhance enterprise analytics, reporting capabilities, and decision-making processes. Working closely with IT and cross-functional stakeholders, you’ll gather requirements, optimise workflows, and support the i…",IT Jobs,,,54535.58,54535.58,https://www.adzuna.co.uk/jobs/land/ad/5482863353?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=516E2BE0DDDB5C69FB2B1FA96881E6D5607AC728,UK,West Midlands,Birmingham,False,False,False,True,True,False,False,False,54535.58,,False
business analyst,Senior Business Analyst,FirstBank UK Limited,"London, UK","['UK', 'London']",2025-11-04T16:00:08Z,"Senior Business Analyst London (Hybrid) FirstBank UK is a globally recognised, top-tier bank who provide world-class services to various institutions and individuals. Offering a comprehensive range of retail and corporate financial services/products, this thriving business with over 10 million active customers in over 700 business locations is the oldest African bank in the UK. Due to business requirements, we are now looking to acquire the services of an experienced Senior Business Analyst. Th…",Accounting & Finance Jobs,,,40382.26,40382.26,https://www.adzuna.co.uk/jobs/land/ad/5480460246?se=Fq0nHYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=302351A41F4896362D4D7F4B470AE36BFAAEA06B,UK,London,London,False,False,False,True,False,False,False,False,40382.26,,False
